_id,transition_date,transition_hour,transport_type_id,road_type,line,transfer_type,number_of_passage,number_of_passenger,product_kind,transaction_type_desc,town,line_name
24692,2024-04-29,00,1,OTOYOL,ISTINYE DEREICI - FERAHEVLER - KABATAS,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,29D
24693,2024-04-29,00,1,OTOYOL,MESCIDI SELAM - BESIKTAS,Aktarma,2,2,TAM,Tam Aktarma,BAKIRKOY,36L
24694,2024-04-29,00,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Abonman,BAYRAMPASA,M1
24695,2024-04-29,00,1,OTOYOL,KADIKOY-ESENSEHIR,Aktarma,3,3,TAM,Tam Aktarma,BAKIRKOY,14ES
24696,2024-04-29,00,1,OTOYOL,S.GOKCEN H.LIMANI-YENISEHIR-KOZYATAGI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ATASEHIR,16S
24697,2024-04-29,00,1,OTOYOL,HACIOSMAN METRO-SARIYER,Normal,1,1,TAM,Tam Abonman,ATASEHIR,25S1
24698,2024-04-29,00,2,RAYLI,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Abonman,PENDIK,M4
24699,2024-04-29,00,1,OTOYOL,BASAKSEHIR 4.ETAP - BAKIRKOY,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,BAKIRKOY,98
24700,2024-04-29,00,1,OTOYOL,MESCIDI SELAM-ARNAVUTKOY-ISTANBUL HAVA LIMANI,Normal,2,1,TAM,Tam Kontur,ATASEHIR,H-6
24701,2024-04-29,00,1,OTOYOL,SULTANBEYLI-UMRANIYE,Normal,3,3,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,131
24702,2024-04-29,00,2,RAYLI,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Abonman,ZEYTINBURNU,T4
24703,2024-04-29,00,1,OTOYOL,YUNUS EMRE MAHALLESI-VEZNECILER,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,38B
24704,2024-04-29,00,1,OTOYOL,TOKATKOY - KADIKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,15TK
24705,2024-04-29,00,1,OTOYOL,CEVIZLIBAG-4.LEVENT,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,500L
24706,2024-04-29,00,2,RAYLI,USKUDAR-CEKMEKOY,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,USKUDAR,M5
24707,2024-04-29,00,1,OTOYOL,ISTINYE DEREICI - FERAHEVLER - KABATAS,Normal,8,8,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,29D
24708,2024-04-29,00,1,OTOYOL,YENIDOGAN/ATASEHIR - KADIKOY,Normal,1,1,PERSONEL,Tam Abonman,BAKIRKOY,19EK
24709,2024-04-29,00,1,OTOYOL,TASDELEN-IMES-UMRANIYE-BEREKET SITESI,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,131T
24710,2024-04-29,00,1,OTOYOL,YENIDOGAN/ATASEHIR - KADIKOY,Normal,4,4,TAM,Tam Abonman,BAKIRKOY,19EK
24711,2024-04-29,00,1,OTOYOL,BAHCEKOY-TAKSIM,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,42T
24712,2024-04-29,00,1,OTOYOL,YUNUS EMRE MAHALLESI-VEZNECILER,Normal,10,10,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,38B
24713,2024-04-29,00,1,OTOYOL,SAHINTEPE - AVCILAR-CIHANGIR MAH.,Normal,1,1,TAM,Tam Kontur,EYUPSULTAN,147
24714,2024-04-29,00,1,OTOYOL,KAGITHANE - KABATAS,Normal,4,4,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,62
24715,2024-04-29,00,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAGCILAR,M1
24716,2024-04-29,00,1,OTOYOL,KIRAC-AVCILAR METROBUS,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,429A
24717,2024-04-29,00,1,OTOYOL,TUZLA-TOPKAPI,Normal,7,7,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,500T
24718,2024-04-29,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,34
24719,2024-04-29,00,1,OTOYOL,MESCIDI SELAM - BESIKTAS,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,36L
24720,2024-04-29,00,1,OTOYOL,KAVAKPINAR - PENDIK METRO/YHT/PENDIK,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,KM24
24721,2024-04-29,00,1,OTOYOL,BESIKTAS - MECIDIYEKOY,Normal,2,2,TAM,Tam Kontur,BAKIRKOY,30M
24722,2024-04-29,00,1,OTOYOL,ISTINYE DEREICI - FERAHEVLER - KABATAS,Normal,1,1,PERSONEL,Tam Abonman,BAKIRKOY,29D
24723,2024-04-29,00,2,RAYLI,USKUDAR-CEKMEKOY,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,USKUDAR,M5
24724,2024-04-29,00,1,OTOYOL,RUMELIHISARUSTU-TAKSIM,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,559C
24725,2024-04-29,00,1,OTOYOL,CIRCIR METRO - EMINONU,Normal,7,7,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,50P
24726,2024-04-29,00,1,OTOYOL,TASDELEN-IMES-UMRANIYE-BEREKET SITESI,Normal,2,2,TAM,Tam Kontur,BAKIRKOY,131T
24727,2024-04-29,00,1,OTOYOL,K.S.S EGT.ARS.HST.-MECIDIYEKOY,Normal,2,2,TAM,Tam Kontur,BAKIRKOY,141M
24728,2024-04-29,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,5,5,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,34
24729,2024-04-29,00,2,RAYLI,KABATAS-BAGCILAR,Aktarma,1,1,TAM,Tam Aktarma,FATIH,T1
24730,2024-04-29,00,1,OTOYOL,TOPKAPI - GOKTURK,Normal,1,1,TAM,Tam Kontur,KAGITHANE,48A
24731,2024-04-29,00,1,OTOYOL,HALKALI EGT.ARS.HAST - BAKIRKOY,Normal,3,3,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,98S
24732,2024-04-29,00,1,OTOYOL,CIRCIR METRO/YILDIZTABYA - TAKSIM,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,37T
24733,2024-04-29,00,1,OTOYOL,CATALCA-AVCILAR METROBUS,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,401
24734,2024-04-29,00,2,RAYLI,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Kontur,FATIH,T1
24735,2024-04-29,00,1,OTOYOL,BAHCESEHIRI / ESENKENT - TAKSIM,Normal,4,4,INDIRIMLI1,Tam Kontur,BAKIRKOY,76D
24736,2024-04-29,00,1,OTOYOL,BAHCESEHIRI / ESENKENT - TAKSIM,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,BAKIRKOY,76D
24737,2024-04-29,00,1,OTOYOL,SULTAN CIFTLIGI - EMINONU,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,336E
24738,2024-04-29,00,2,RAYLI,USKUDAR-CEKMEKOY,Aktarma,6,6,TAM,Tam Aktarma,USKUDAR,M5
24739,2024-04-29,00,1,OTOYOL,KADIKOY-KAYISDAGI MAHALLESI,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,19
24740,2024-04-29,00,1,OTOYOL,MIMARSINAN â€“ I.U.AVCILAR KAMPUSU,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,448
24741,2024-04-29,00,2,RAYLI,TOPKAPI-HABIBLER,Aktarma,3,3,TAM,Tam Aktarma,EYUPSULTAN,T4
24742,2024-04-29,00,1,OTOYOL,S.GOKCEN H.LIMANI-YENISEHIR-KOZYATAGI,Normal,1,1,TAM,Tam Kontur,ATASEHIR,16S
24743,2024-04-29,00,1,OTOYOL,GUNESLI-MECIDIYEKOY,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,97M
24744,2024-04-29,00,1,OTOYOL,CEBECI - TAKSIM,Normal,14,14,INDIRIMLI1,Indirimli Abonman,KARTAL,36T
24745,2024-04-29,00,1,OTOYOL,KADIKOY-CAKMAK MAH-ATASEHIR,Normal,3,3,INDIRIMLI1,Tam Kontur,BAKIRKOY,13
24746,2024-04-29,00,1,OTOYOL,KADIKOY-YENIDOGAN,Aktarma,1,1,TAM,Tam Aktarma,SARIYER,14
24747,2024-04-29,00,1,OTOYOL,ESENTEPE MAH. - BEYAZIT,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,36ES
24748,2024-04-29,00,1,OTOYOL,YENIDOGAN/ATASEHIR - KADIKOY,Aktarma,2,2,TAM,Tam Aktarma,BAKIRKOY,19EK
24749,2024-04-29,00,1,OTOYOL,TUZLA-TOPKAPI,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,BAKIRKOY,500T
24750,2024-04-29,00,1,OTOYOL,KAYASEHIR-YENIBOSNA METRO,Normal,3,3,INDIRIMLI1,Indirimli Abonman,PENDIK,79K
24751,2024-04-29,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,BUYUKCEKMECE,34
24752,2024-04-29,00,1,OTOYOL,ALTUNIZADE-SULTANBEYLI,Aktarma,4,4,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,11ÃœS
24753,2024-04-29,00,1,OTOYOL,CEBECI - TAKSIM,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,KARTAL,36T
24754,2024-04-29,00,1,OTOYOL,ZEYTINBURNU-TAKSIM,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,BAKIRKOY,93T
24755,2024-04-29,00,1,OTOYOL,BESIKTAS - MECIDIYEKOY,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,30A
24756,2024-04-29,00,1,OTOYOL,SAHINTEPE-OLIMPIYATKOY METRO,Normal,1,1,TAM,Tam Kontur,EYUPSULTAN,MK13
24757,2024-04-29,00,1,OTOYOL,USKUDAR-YENI MAHALLE,Normal,3,3,TAM,Tam Abonman,BAKIRKOY,15Y
24758,2024-04-29,00,1,OTOYOL,BEYKOZ-MECIDIYEKOY,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,121A
24759,2024-04-29,00,1,OTOYOL,HACIOSMAN METRO-SARIYER,Normal,5,5,INDIRIMLI1,Indirimli Kontur,ATASEHIR,25S1
24760,2024-04-29,00,1,OTOYOL,YENIBOSNA (KUYUMCUKENT) - YENIKAPI,Normal,5,5,TAM,Tam Kontur,BAKIRKOY,31
24761,2024-04-29,00,1,OTOYOL,TUZLA DENIZ HARP OKULU-KARTAL METRO-CEVIZLI,Normal,2,2,INDIRIMLI1,Indirimli Abonman,KARTAL,KM12
24762,2024-04-29,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI1,Indirimli Kontur,ESENYURT,34
24763,2024-04-29,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,7,7,TAM,Tam Kontur,BAKIRKOY,34
24764,2024-04-29,00,1,OTOYOL,TASDELEN-IMES-UMRANIYE-BEREKET SITESI,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,131T
24765,2024-04-29,00,1,OTOYOL,KADIKOY-USKUDAR,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,12A
24766,2024-04-29,00,1,OTOYOL,CATALCA-AVCILAR METROBUS,Normal,5,5,TAM,Tam Kontur,BAKIRKOY,401
24767,2024-04-29,00,1,OTOYOL,DERESEKI /BEYKOZ - KADIKOY,Aktarma,3,3,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,15BK
24768,2024-04-29,00,1,OTOYOL,KADIKOY-MARMARA EGT.ARS.HAST-KURTKOY,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,16KH
24769,2024-04-29,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,34
24770,2024-04-29,00,1,OTOYOL,SULTANBEYLI-UMRANIYE,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,131
24771,2024-04-29,00,1,OTOYOL,YUNUS EMRE MAHALLESI-VEZNECILER,Aktarma,4,4,TAM,Tam Aktarma,BAKIRKOY,38B
24772,2024-04-29,00,1,OTOYOL,CEBECI-ALIBEYKOY METRO,Normal,3,3,UCRETSIZ,Ucretsiz,BAKIRKOY,50AC
24773,2024-04-29,00,1,OTOYOL,BASAKSEHIR METROKENT-EMINONU,Normal,6,6,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,78
24774,2024-04-29,00,1,OTOYOL,SEYRANTEPE - TOPKAPI,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,41ST
24775,2024-04-29,00,2,RAYLI,USKUDAR-CEKMEKOY,Normal,1,1,UCRETSIZ,Ucretsiz,UMRANIYE,M5
24776,2024-04-29,00,1,OTOYOL,SULTANBEYLI M.SINAN-SAMANDIRA-USKUDAR,Normal,3,3,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,320A
24777,2024-04-29,00,2,RAYLI,KABATAS-MAHMUTBEY,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,,M7
24778,2024-04-29,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Abonman,EYUPSULTAN,34
24779,2024-04-29,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,INDIRIMLI1,Indirimli Abonman,ZEYTINBURNU,34
24780,2024-04-29,00,1,OTOYOL,GAZIOSMANPASA -TAKSIM,Normal,3,3,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,55T
24781,2024-04-29,00,1,OTOYOL,YENIDOGAN-TOPKAPI KALEICI,Normal,5,4,TAM,Tam Kontur,BAKIRKOY,522B
24782,2024-04-29,00,1,OTOYOL,BASAKSEHIR METROKENT-EMINONU,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,78
24783,2024-04-29,00,1,OTOYOL,CEBECI-ALIBEYKOY METRO,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,BAKIRKOY,50AC
24784,2024-04-29,00,1,OTOYOL,CEBECI-ALIBEYKOY METRO,Normal,9,9,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,50AC
24785,2024-04-29,00,1,OTOYOL,KADIKOY-FINDIKLI MAHALLESI-YEDITEPE UNIVERSITESI,Normal,31,31,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,19F
24786,2024-04-29,00,2,RAYLI,YENIKAPI - HACIOSMAN,Aktarma,1,1,TAM,Tam Aktarma,KAGITHANE,M2
24787,2024-04-29,00,1,OTOYOL,SULTANBEYLI M.SINAN-SAMANDIRA-USKUDAR,Normal,2,2,TAM,Tam Abonman,BAKIRKOY,320A
24788,2024-04-29,00,1,OTOYOL,SARIYER-HACIOSMAN-MECIDIYEKOY-TAKSIM,Normal,1,1,TAM,Tam Abonman,ATASEHIR,25G
24789,2024-04-29,00,1,OTOYOL,KADIKOY-PENDIK,Normal,2,2,INDIRIMLI1,Tam Kontur,KARTAL,17
24790,2024-04-29,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,34
24791,2024-04-29,00,1,OTOYOL,BOGAZKOY MH.-BAHCESEHIR-BAKIRKOY,Normal,1,1,UCRETSIZ,Tam Kontur,BAKIRKOY,146
24792,2024-04-29,00,1,OTOYOL,BOGAZKOY MH.-BAHCESEHIR-BAKIRKOY,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,146
24793,2024-04-29,00,1,OTOYOL,CEBECI - TAKSIM,Normal,16,15,TAM,Tam Kontur,KARTAL,36T
24794,2024-04-29,00,2,RAYLI,KABATAS-BAGCILAR,Aktarma,1,1,TAM,Tam Aktarma,BAGCILAR,T1
24795,2024-04-29,00,1,OTOYOL,GUNESLI - BEYAZIT,Aktarma,3,3,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,97
24796,2024-04-29,00,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,9,7,TAM,Tam Kontur,BEYOGLU,M2
24797,2024-04-29,00,1,OTOYOL,KADIKOY-PENDIK,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,KARTAL,17
24798,2024-04-29,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,34
24799,2024-04-29,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Tam Kontur,BESIKTAS,34
24800,2024-04-29,00,1,OTOYOL,YENIDOGAN/ATASEHIR - KADIKOY,Normal,4,3,TAM,Tam Kontur,KARTAL,19EK
24801,2024-04-29,00,1,OTOYOL,ORTAKOY-DEREBOYU- TAKSIM,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,DT2
24802,2024-04-29,00,1,OTOYOL,KADIKOY-RASATHANE-ANADOLU HISARI,Aktarma,5,5,TAM,Tam Aktarma,BAKIRKOY,14R
24803,2024-04-29,00,1,OTOYOL,BESIKTAS - MECIDIYEKOY,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,30A
24804,2024-04-29,00,1,OTOYOL,KADIKOY-ALEMDAG,Normal,5,5,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,14A
24805,2024-04-29,00,1,OTOYOL,KADIKOY-RASATHANE-ANADOLU HISARI,Aktarma,1,1,PERSONEL,Tam Aktarma,BAKIRKOY,14R
24806,2024-04-29,00,1,OTOYOL,KADIKOY-USKUDAR,Normal,9,9,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,12A
24807,2024-04-29,00,1,OTOYOL,TUZLA DENIZ HARP OKULU-KARTAL METRO-CEVIZLI,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,KARTAL,KM12
24808,2024-04-29,00,1,OTOYOL,ALTUNIZADE-SULTANBEYLI,Normal,5,5,UCRETSIZ,Ucretsiz,BAKIRKOY,11ÃœS
24809,2024-04-29,00,1,OTOYOL,GUNESLI-EMINONU,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,97GE
24810,2024-04-29,00,1,OTOYOL,CIHANGIR MAH. - AVCILAR - OTOGAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,76O
24811,2024-04-29,00,1,OTOYOL,DERESEKI /BEYKOZ - KADIKOY,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,15BK
24812,2024-04-29,00,1,OTOYOL,TUZLA-TOPKAPI,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,500T
24813,2024-04-29,00,1,OTOYOL,ADEM YAVUZ MAH-ZIVERBEY-KADIKOY,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,14B
24814,2024-04-29,00,2,RAYLI,KABATAS-BAGCILAR,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,ZEYTINBURNU,T1
24815,2024-04-29,00,1,OTOYOL,KADIKOY-YENIDOGAN,Normal,2,2,INDIRIMLI1,Indirimli Kontur,SARIYER,14
24816,2024-04-29,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,2,2,UCRETSIZ,Ucretsiz,USKUDAR,34A
24817,2024-04-29,00,1,OTOYOL,KADIKOY-S.SAHINBEY MAH,Normal,1,1,INDIRIMLI2,Tam Kontur,BAKIRKOY,14Ã‡K
24818,2024-04-29,00,1,OTOYOL,KARTAL-VEYSELKARANI MAH,Normal,3,3,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,132P
24819,2024-04-29,00,1,OTOYOL,CEBECI - TAKSIM,Normal,1,1,TAM,Tam Abonman,KARTAL,36T
24820,2024-04-29,00,1,OTOYOL,KIRAC-AVCILAR METROBUS,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,429A
24821,2024-04-29,00,1,OTOYOL,GURPINARâ€“ AVCILAR METROBUS,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,458
24822,2024-04-29,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,TAM,Tam Kontur,BEYLIKDUZU,34
24823,2024-04-29,00,1,OTOYOL,YUNUS EMRE MAHALLESI. - SISLI,Normal,2,2,INDIRIMLI1,Indirimli Abonman,KARTAL,49G
24824,2024-04-29,00,3,DENÄ°Z,BESIKTAS-USKUDAR,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BESIKTAS,BESIKTAS-USK
24825,2024-04-29,00,2,RAYLI,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ZEYTINBURNU,T1
24826,2024-04-29,00,1,OTOYOL,KADIKOY-ALEMDAG,Normal,1,1,PERSONEL,Tam Abonman,BAKIRKOY,14A
24827,2024-04-29,00,1,OTOYOL,SARIYER-HACIOSMAN-MECIDIYEKOY-TAKSIM,Normal,1,1,UCRETSIZ,Ucretsiz,ATASEHIR,25G
24828,2024-04-29,00,1,OTOYOL,SULTAN CIFTLIGI - EMINONU,Normal,2,2,PERSONEL,Tam Abonman,BAKIRKOY,336E
24829,2024-04-29,00,2,RAYLI,KADIKOY-KARTAL,Normal,6,6,INDIRIMLI1,Indirimli Abonman,KADIKOY,M4
24830,2024-04-29,00,1,OTOYOL,GULTEPE - SISLI,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Abonman,BAKIRKOY,65G
24831,2024-04-29,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,4,4,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,34
24832,2024-04-29,00,2,RAYLI,USKUDAR-CEKMEKOY,Normal,1,1,TAM,Tam Kontur,USKUDAR,M5
24833,2024-04-29,00,1,OTOYOL,ATESTUGLA - MECIDIYEKOY,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,92Åž
24834,2024-04-29,00,1,OTOYOL,KAVAKPINAR - PENDIK METRO/YHT/PENDIK,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,KM24
24835,2024-04-29,00,1,OTOYOL,BOGAZKOY MH.-BAHCESEHIR-BAKIRKOY,Aktarma,3,3,TAM,Tam Aktarma,BAKIRKOY,146
24836,2024-04-29,00,1,OTOYOL,KADIKOY-YENIDOGAN,Normal,1,1,INDIRIMLI1,Tam Kontur,SARIYER,14
24837,2024-04-29,00,1,OTOYOL,DERESEKI /BEYKOZ - KADIKOY,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,15BK
24838,2024-04-29,00,1,OTOYOL,KADIKOY-PENDIK,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,KARTAL,17
24839,2024-04-29,00,1,OTOYOL,KADIKOY-USKUDAR,Normal,3,3,TAM,Tam Kontur,BAKIRKOY,12A
24840,2024-04-29,00,1,OTOYOL,BOGAZKOY-BAHCESEHIR-YENIKAPI,Normal,3,3,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,146T
24841,2024-04-29,00,2,RAYLI,KABATAS-MAHMUTBEY,Normal,3,3,INDIRIMLI1,Indirimli Abonman,,M7
24842,2024-04-29,00,1,OTOYOL,GUNESLI - BEYAZIT,Normal,3,3,UCRETSIZ,Ucretsiz,BAKIRKOY,97
24843,2024-04-29,00,1,OTOYOL,BEYKOZ-MECIDIYEKOY,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,121A
24844,2024-04-29,00,1,OTOYOL,KADIKOY-FINDIKLI MAHALLESI-YEDITEPE UNIVERSITESI,Normal,2,2,TAM,Tam Abonman,BAKIRKOY,19F
24845,2024-04-29,00,1,OTOYOL,GUNESLI-EMINONU,Aktarma,2,2,TAM,Tam Aktarma,BAKIRKOY,97GE
24846,2024-04-29,00,1,OTOYOL,ATESTUGLA - BEYAZIT,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,92B
24847,2024-04-29,00,1,OTOYOL,KADIKOY-CAKMAK MAH-ATASEHIR,Aktarma,3,3,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,13
24848,2024-04-29,00,2,RAYLI,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,ZEYTINBURNU,T1
24849,2024-04-29,00,1,OTOYOL,TASOLUK PERONLAR- TEKSTILKENT METRO,Normal,1,1,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,336G
24850,2024-04-29,00,1,OTOYOL,ALTUNIZADE-SULTANBEYLI,Normal,2,2,INDIRIMLI1,Indirimli Abonman,SARIYER,11ÃœS
24851,2024-04-29,00,1,OTOYOL,KADIKOY-KURTKOY-SABIHA GOKCEN HAVA ALANI,Normal,4,4,TAM,Tam Kontur,BAKIRKOY,E-10
24852,2024-04-29,00,1,OTOYOL,CEBECI-ALIBEYKOY METRO,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,50AC
24853,2024-04-29,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,10,10,INDIRIMLI1,Indirimli Abonman,BESIKTAS,34
24854,2024-04-29,00,2,RAYLI,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,TAM,Tam Kontur,BASAKSEHIR,M3
24855,2024-04-29,00,1,OTOYOL,ISTINYE DEREICI-TAKSIM,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,40T
24856,2024-04-29,00,1,OTOYOL,ORTAKOY-DEREBOYU- TAKSIM,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,DT2
24857,2024-04-29,00,1,OTOYOL,YENIBOSNA (KUYUMCUKENT) - YENIKAPI,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,31
24858,2024-04-29,00,1,OTOYOL,KADIKOY-S.SAHINBEY MAH,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,14Ã‡K
24859,2024-04-29,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,3,3,TAM,Tam Kontur,KADIKOY,34A
24860,2024-04-29,00,1,OTOYOL,SULTANBEYLI-MECIDIYEKOY,Normal,3,3,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,522ST
24861,2024-04-29,00,1,OTOYOL,CEBECI - TAKSIM,Normal,4,4,UCRETSIZ,Ucretsiz,KARTAL,36T
24862,2024-04-29,00,1,OTOYOL,KAVAKPINAR - PENDIK METRO/YHT/PENDIK,Normal,3,3,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,KM24
24863,2024-04-29,00,1,OTOYOL,RUMELIHISARUSTU-TAKSIM,Normal,38,38,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,559C
24864,2024-04-29,00,2,RAYLI,USKUDAR-CEKMEKOY,Normal,5,5,INDIRIMLI1,Indirimli Abonman,USKUDAR,M5
24865,2024-04-29,00,1,OTOYOL,SULTANBEYLI-UMRANIYE,Normal,4,4,TAM,Tam Kontur,BAKIRKOY,131
24866,2024-04-29,00,1,OTOYOL,KADIKOY-KAYISDAGI,Aktarma,7,7,TAM,Tam Aktarma,BAKIRKOY,319
24867,2024-04-29,00,1,OTOYOL,SILIVRI-AVCILAR,Normal,3,3,UCRETSIZ,Ucretsiz,BAKIRKOY,303A
